Surname_name,UI,Former,Frakcija,DeclYear,Interest_Type,Entity_name,Entity_RegNum,Legal_form,Municipality,Region,NACE_1,Specif,Position,Income_type,Income_value,Fin_v,Fin_v_number,Fin_v_value
"Tērauda, Vita Anda",LSRD-89,Private,A/P!,2018,Position / Private,"""Baltijas-Melnās jūras alianse""",40008135618,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Padomes locekle,,,,,
"Tutins, Jānis",LSRD-90,MP,Saskaņa,2018,Position / Private,"""Latgalieši""",50008091141,BDR,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,Valdes loceklis,,,,,
"Tutins, Jānis",LSRD-90,MP,Saskaņa,2018,Holding,"SIA ""SAKNES PLUS""",42403018474,SIA,Rēzeknes municipality,Latgale,J - Information and Communication,,,,,Kapitāla daļas,2," €284,57 "
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Position / Private,"Nodibinājums ""BF""",40008130678,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Position / Private,"Biedrība ""Eurasia Partnership""",40008223836,BDR,Garkalnes municipality,vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Economics,Valdes loceklis,,,,,
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Position / Private,"""Latvijas-Krievijas draudzības biedrība""",40008176071,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Position / Private,"""Latvijas-Kazahstānas draudzības biedrība""",50008096331,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Position / Private,"""BALTIJAS FORUMS""",40008050476,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Holding,"SIA ""TIESISKO PĒTĪJUMU INSTITŪTS""",40003369817,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,40," €1.138,30 "
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Holding,"SIA ""EIRO REĢIONS""",50003670721,SIA,Rīgas municipality,Rīga/Pierīga,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,Kapitāla daļas,52," €1.479,79 "
"Urbanovičs, Jānis",LSRD-91,MP,Saskaņa,2018,Holding,"SIA ""DX-L""",41503039774,SIA ,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,,,,Kapitāla daļas,30," €853,72 "
"Valainis, Viktors",LSRD-92,MP,ZZS,2018,Position / Private,BRĪVIE DEMOKRĀTI,40008191935,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,Likvidators,,,,,
"Valainis, Viktors",LSRD-92,MP,ZZS,2018,Position / Private,"""Latvijas Lielo pilsētu asociācija""",40008062649,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Izpilddirektors,,,,,
"Valainis, Viktors",LSRD-92,MP,ZZS,2018,Income / P-A-R,"""Latvijas Lielo pilsētu asociācija""",40008062649,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",,Alga," €33.087,48 ",,,
"Voika, Inese",LSRD-94,Private,A/P!,2018,Position / Private,"SIA ""ANI Leadership Partners""",40103620212,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Valdes loceklis,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,VENTSPILS AUGSTSKOLA,90000362426,State institution,Ventspils municipality,Kurzeme,P - Education ,,"Vadošais pētnieks, viesprofesors",,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,"SIA ""IT KOMPETENCES CENTRS""",40103326439,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Vadošais pētnieks - zinātniskā virziena vadītājs,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Studiju materiālu autors in zinātnisko rakstu recenzents (autoratlīdzības līgums),,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Valsts pārbaudījumu komisijas priekšsēdētājs,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,Nordic Investment Bank,T0900004678,Foreign Entity,,,K - Financial and insurance activities,,Kontroles komitejas loceklis,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,"""Tehnoloģiju attīstības forums""",40008080786,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Tech,Valdes loceklis,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Position / Private,"""Latvijas Statistiķu asociācija""",40008042479,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; CSO-culture,Valdes loceklis,,,,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,VENTSPILS AUGSTSKOLA,90000362426,State institution,Ventspils municipality,Kurzeme,P - Education ,,,Alga," €21.321,18 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,"SIA ""IT KOMPETENCES CENTRS""",40103326439,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,Alga," €3.068,67 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,VENTSPILS AUGSTSKOLA,90000362426,State institution,Ventspils municipality,Kurzeme,P - Education ,,,Honorārs," €179,07 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €341,47 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €319,54 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,Nordic Investment Bank,T0900004678,Foreign Entity,,,K - Financial and insurance activities,,,Alga," €1.111,00 ",,,
"Vucāns, Jānis",LSRD-95,MP,ZZS,2018,Income / P-A-R,Nordic Investment Bank,T0900004678,Foreign Entity,,,K - Financial and insurance activities,,,Kompensācija," €79,50 ",,,
"Zakatistovs, Atis",LSRD-96,Private,KPV LV,2018,Position / Private,"SIA ""Per capita""",40103975270,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Valdes loceklis,,,,,
"Zakatistovs, Atis",LSRD-96,Private,KPV LV,2018,Position / Private,RĪGAS TEHNISKĀ UNIVERSITĀTE,90000068977,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Docents,,,,,
"Zakatistovs, Atis",LSRD-96,Private,KPV LV,2018,Position / Private,"""Latvijas lobētāju asociācija""",40008194931,BDR,Krimuldas municipality,vidzeme,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations; CSO-culture,Valdes loceklis,,,,,
"Zakatistovs, Atis",LSRD-96,Private,KPV LV,2018,Holding,"SIA ""Per capita""",40103975270,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,2800," €2.800,00 "
"Zakatistovs, Atis",LSRD-96,Private,KPV LV,2018,Income / Private,'JĒKABPILS PILSĒTAS PAŠVALDĪBA',90000024205,State institution,Jēkabpils municipality,Zemgale,O - Public Administration and defense; compulsatory social security,,,Honorārs," €352,94 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,TALSU NOVADA PAŠVALDĪBA,90009113532,State institution,Talsu municipality ,Kurzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €412,00 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,"SIA ""UNGURMUIŽA""",54103020291,SIA,Pārgaujas municipality,vidzeme,I - Accommodatio and food service activities,,,Honorārs," €772,58 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,"SIA ""RĪGAS DOMA PĀRVALDE""",40003760722,SIA,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €312,50 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,"SIA ""IMPRO CEĻOJUMI""",40003235627,SIA,Ikšķiles municipality,vidzeme,N - Administrative and support service activities,,,Honorārs," €470,58 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,Pārgaujas novada pašvaldība,90009116276,State institution,Pārgaujas municipality,vidzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €222,22 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,Fonds Initium,40008246792,NOD,Rīgas municipality,Rīga/Pierīga,O - Public Administration and defense; compulsatory social security,,,Honorārs," €786,55 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,EVITA ZĀLĪTE-GROSA,,,,,Self-employment,,,Ienāk. no saimn. darbības un komercdarb," €900,00 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,"Biedrība mūzikas aktivitātēm ""Pleno""",40008235248,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,Honorārs," €240,67 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,Alfrēda Kalniņa Cēsu Mūzikas vidusskolas atbalsta biedrība,40008212809,BDR,Cēsu municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,Honorārs," €142,86 ",,,
"Zālīte-Grosa, Evita",LSRD-97,Local politician,JKP,2018,Income / Private,'JŪRMALAS PILSĒTAS DOME',90000056357,State institution,J­ūrmalas municipality,Vidzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €277,78 ",,,
"Znotiņš, Reinis",LSRD-99,Private,JKP,2018,Position / Private,SIA Your Move,40203124061,SIA,Rīgas municipality,Rīga/Pierīga,N - Administrative and support service activities,,Rīkotājdirektors,,,,,
"Znotiņš, Reinis",LSRD-99,Private,JKP,2018,Position / Private,"""Ar pasaules pieredzi Latvijā""",40008265416,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - social work,Dibinātājs,,,,,
"Znotiņš, Reinis",LSRD-99,Private,JKP,2018,Holding,SIA Your Move,40203124061,SIA,Rīgas municipality,Rīga/Pierīga,N - Administrative and support service activities,,,,,Kapitāla daļas,140," €1.400,00 "
"Znotiņš, Reinis",LSRD-99,Private,JKP,2018,Holding,Exonicus Inc,T0900007755,Foreign Entity,,,J - Information and Communication,,,,,Kapitāla daļas,104545," € 7.207,93 "
"Znotiņš, Reinis",LSRD-99,Private,JKP,2018,Income / P-A-R,SIA Your Move,40203124061,SIA,Rīgas municipality,Rīga/Pierīga,N - Administrative and support service activities,,,Alga," €2.000,00 ",,,
"Žunna, Normunds",LSRD-100,Private,JKP,2018,Position / Private,"SIA ""Tobago""",40103506383,SIA,Rīgas municipality,Rīga/Pierīga,N - Administrative and support service activities,,Konsultants,,,,,
"Adamovičs, Aldis",LSRD-01,MP,Jaunā Vienotība,2019,Position / Private,"Džudo sporta klubs ""Jaunība LV""",40008109526,BDR,Preiļu municipality,Latgale,"R - Arts, Entertainment, Sports and Recreation",,Valdes loceklis,,,,,
"Adamovičs, Aldis",LSRD-01,MP,Jaunā Vienotība,2019,Holding,"Akciju sabiedrība ""LATVIJAS KUĢNIECĪBA""",40003021108,AS,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,,,Akcijas,," €757,00 "
"Ādamsons, Jānis",LSRD-02,MP,Saskaņa,2019,Position / Private,"""Gods, Taisnīgums, Likumība""",40008098398,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Priekšsēdētājs,,,,,
"Agešins, Valērijs",LSRD-03,Local politician,Saskaņa,2019,Position / Private,"Sabiedrība ar ierobežotu atbildību ""BALTIJAS STARPTAUTISKĀ AKADĒMIJA""",40003101808,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Pasniedzējs (lektors),,,,,
"Agešins, Valērijs",LSRD-03,Local politician,Saskaņa,2019,Income / P-A-R,"Sabiedrība ar ierobežotu atbildību ""BALTIJAS STARPTAUTISKĀ AKADĒMIJA""",40003101808,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €1.385,18 ",,,
"Ašeradens, Arvils",LSRD-04,Minister,Jaunā Vienotība,2019,Position / Private,"Biedrība ""Rojas jahtklubs""",40008133617,BDR,Rojas municipality,Kurzeme,"R - Arts, Entertainment, Sports and Recreation",,Valdes loceklis,,,,,
"Ašeradens, Arvils",LSRD-04,Minister,Jaunā Vienotība,2019,Position / Private,"""Mediju brīvības un attīstības fonds""",40008108179,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Ašeradens, Arvils",LSRD-04,Minister,Jaunā Vienotība,2019,Income / Private,"SE ""Capitalia""",40003933213,SE,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,Procenti," €1.100,00 ",,,
"Ašeradens, Arvils",LSRD-04,Minister,Jaunā Vienotība,2019,Income / Private,VALSTS KASE',90000597275,State institution,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,Procenti," €9.729,43 ",,,
"Augulis, Uldis",LSRD-05,Minister,ZZS,2019,Position / Private,"Auguļa zemnieku saimniecība ""AUGUĻI""",45101001062,ZEM,Dobeles municipality,Zemgale,"A - Agriculture, forestry and fishing",,Īpašnieks,,,,,
"Augulis, Uldis",LSRD-05,Minister,ZZS,2019,Holding,"Akciju sabiedrība ""RĪGAS DZIRNAVNIEKS""",40003026603,AS,Rīgas municipality,Rīga/Pierīga,"A - Agriculture, forestry and fishing",,,,,Kapitāla daļas,," €71,00 "
"Augulis, Uldis",LSRD-05,Minister,ZZS,2019,Income / Private,"SIA ""Latvijas Grauds""",48503023156,SIA,Dobeles municipality,Zemgale,"A - Agriculture, forestry and fishing",,,Ienāk. no saimn. darbības un komercdarb," €5.653,56 ",,,
"Augulis, Uldis",LSRD-05,Minister,ZZS,2019,Income / Private,"SIA ""Green Motors""",40203013086,SIA,Rīgas municipality,Rīga/Pierīga,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Ienākums no īpašuma pārdošanas," €24.000,00 ",,,
"Beitnere-Le Galla, Dagmāra",LSRD-06,Local politician,JKP,2019,Position / Private,"""FRONDA""",40008084862,BDR,Rīgas municipality,Rīga/Pierīga,P - Education ,,Biedrības biedre,,,,,
"Beitnere-Le Galla, Dagmāra",LSRD-06,Local politician,JKP,2019,Position / Private,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Vadošā pētniece,,,,,
"Beitnere-Le Galla, Dagmāra",LSRD-06,Local politician,JKP,2019,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €3.198,47 ",,,
"Bergmanis, Raimonds",LSRD-08,Minister,ZZS,2019,Position / Private,Latvijas Olimpiešu klubs,40008023637,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,Valdes loceklis,,,,,
"Bergmanis, Raimonds",LSRD-08,Minister,ZZS,2019,Position / Private,Latvijas Olimpiskā komiteja,50008022421,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,Viceprezidents,,,,,
"Bergmanis, Raimonds",LSRD-08,Minister,ZZS,2019,Position / Private,Latvijas Olimpiskā akadēmija,40008073021,BDR,Rīgas municipality,Rīga/Pierīga,P - Education ,,Senators,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,Latvijas Nacionālā Mūzikas padome,40008133354,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO / Culture,Valdes locekle,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,LIEPĀJAS UNIVERSITĀTE,90000036859,State institution,Liepājas municipality,Kurzeme,P - Education ,,Lektore,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,"""Nodibinājums Via Cultura""",40008168445,NOD,Liepājas municipality,Kurzeme,"R - Arts, Entertainment, Sports and Recreation",,Valdes priekšsēdētāja,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,"Profesionālās izglītības kompetences centrs ""Liepājas Mūzikas, mākslas un dizaina vidusskola""",90010944679,State institution,liepājas municipality,Kurzeme,P - Education ,,Pedagogs,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,Latvijas Radošo savienību padome,40008010223,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,Valdes priekšsēdētāja,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Position / Private,IK BALTIC SOUND AGENCY,42102037591,IK ,Liepājas municipality,Kurzeme,"R - Arts, Entertainment, Sports and Recreation",,Direktore,,,,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Income / P-A-R,LIEPĀJAS UNIVERSITĀTE,90000036859,State institution,Liepājas municipality,Kurzeme,P - Education ,,,Alga," €2.046,65 ",,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Income / P-A-R,Latvijas Radošo savienību padome,40008010223,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,,U.c. ienākumi," €300,00 ",,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Income / Private,"Liepājas pilsētas pašvaldības iestāde ""Kultūras pārvalde""",90002008987,State institution,Liepājas municipality,Kurzeme,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €118,00 ",,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Income / P-A-R,"""Nodibinājums Via Cultura""",40008168445,NOD,Liepājas municipality,Kurzeme,"R - Arts, Entertainment, Sports and Recreation",,,Honorārs," €96,00 ",,,
"Bluķe, Dace",LSRD-09,Private,A/P!,2019,Income / P-A-R,"Profesionālās izglītības kompetences centrs ""Liepājas Mūzikas, mākslas un dizaina vidusskola""",90010944679,State institution,Liepājas municipality,Kurzeme,P - Education ,,,Alga," €509,55 ",,,
"Blumbergs, Aldis",LSRD-10,Private,Independent,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""T.M.B. Projekts""",40003655434,SIA,Babītes municipality ,Vidzeme,L - Real Estate Activities,,,,,Kapitāla daļas,," €2.840,00 "
"Blumbergs, Aldis",LSRD-10,Private,Independent,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""BF Advisory""",41203041106,SIA,Carnikavas municipality,Vidzeme,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,," €1,00 "
"Blumbergs, Aldis",LSRD-10,Private,Independent,2019,Holding,"SIA ""Saulaines Industrijas""",40003786882,SIA,Babītes municipality ,Vidzeme,L - Real Estate Activities,,,,,Kapitāla daļas,," €565,00 "
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Position / Private,"""Rucavas arborētuma draugu atbalsta biedrība""",40008132912,BDR,Rucavas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Environment,Padomes loceklis,,,,,
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Position / Private,"Biedrība ""Ekonomistu apvienība 2010""",40008008712,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,Valdes loceklis,,,,,
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Position / Private,"Sabiedriskā organizācija ""100999""",40008040209,SAB,Mārupes municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Social work,Padomes loceklis,,,,,
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Holding,"Akciju sabiedrība ""Conexus Baltic Grid""",40203041605,AS,Rīgas municipality,Rīga/Pierīga,H - Transporting and storage,,,,,Akcijas,," €93,00 "
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Holding,"Sabiedrība ar ierobežotu atbildību ""Harijs Bondars""",50103084351,SIA,Mārupes municipality,Rīga/Pierīga,K - Financial and insurance activities,,,,,Kapitāla daļas,," €1.195,00 "
"Bondars, Mārtiņš",LSRD-11,MP,A/P!,2019,Income / P-A-R,"Akciju sabiedrība ""Conexus Baltic Grid""",40203041605,AS,Rīgas municipality,Rīga/Pierīga,H - Transporting and storage,,,Dividendes," €27,90 ",,,
"Budriķis, Uldis",LSRD-12,Private,JKP,2019,Position / Private,Satversmes aizsardzībai,40008259015,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Legal,Valdes priekšsēdētājs,,,,,
"Budriķis, Uldis",LSRD-12,Private,JKP,2019,Position / Private,"""Sekulāras sabiedrības un zinātnes veicināšanas fonds""",40008255259,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO / Culture,Valdes loceklis,,,,,
"Budriķis, Uldis",LSRD-12,Private,JKP,2019,Position / Private,"SIA ""Hubbs""",40203098271,SIA,Liepājas municipality,Kurzeme,"M - Professional, scientific and technical activities",,Valdes priekšsēdētājs,,,,,
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Position / Private,"ORIENTĒŠANĀS SPORTA KLUBS ""MERIDIĀNS""",40008033743,BDR,Cēsu municipality,Vidzeme,"R - Arts, Entertainment, Sports and Recreation",,Valdes loceklis,,,,,
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Holding,Tallinna Sadam,,Foreign Entity,,,H - Transporting and storage,,,,,Akcijas,," €1.985,00 "
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Holding,"Akciju sabiedrība ""Cēsu alus""",40003030721,AS,Cēsu municipality,Vidzeme,C - Manufacturing,,,,,Akcijas,," €454,00 "
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Holding,Swedbank,,Foreign Entity,,,K - Financial and insurance activities,,,,,Akcijas,," €3.931,20 "
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Holding,Telefonica,,Foreign Entity,,,J - Information and Communication,,,,,Akcijas,," €3.113,50 "
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Income / P-A-R,"Akciju sabiedrība ""Cēsu alus""",40003030721,AS,Cēsu municipality,Vidzeme,C - Manufacturing,,,Dividendes," €720,02 ",,,
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Income / Private,"Akciju sabiedrība ""Olainfarm""",40003007246,AS,Olaines municipality,Zemgale,C - Manufacturing,,,Dividendes," €15,00 ",,,
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Income / P-A-R,Tallinna Sadam,,Foreign Entity,,,H - Transporting and storage,,,Dividendes," €31,18 ",,,
"Butāns, Jānis",LSRD-13,Private,JKP,2019,Income / P-A-R,Telefonica,,Foreign Entity,,,J - Information and Communication,,,Dividendes," €81,00 ",,,
"Cielēns, Jānis",LSRD-14,Local politician,JKP,2019,Holding,"SIA ""SINGARI""",49501015399,SIA,Priekuļu municipality,Vidzeme,"A - Agriculture, forestry and fishing",,,,,Kapitāla daļas,," €2.800,00 "
"Cielēns, Jānis",LSRD-14,Local politician,JKP,2019,Income / P-A-R,"SIA ""SINGARI""",49501015399,SIA,Priekuļu municipality,Vidzeme,"A - Agriculture, forestry and fishing",,,Alga," €500,00 ",,,
"Cielēns, Jānis",LSRD-14,Local politician,JKP,2019,Income / P-A-R,"SIA ""SINGARI""",49501015399,SIA,Priekuļu municipality,Vidzeme,"A - Agriculture, forestry and fishing",,,Ienāk. no saimn. darbības un komercdarb," €70.000,01 ",,,
"Cielēns, Jānis",LSRD-14,Local politician,JKP,2019,Income / Private,SIA Eko Lauki,44103062503,SIA,Beverīnas municipality,Vidzeme,"A - Agriculture, forestry and fishing",,,Dividendes," €199,00 ",,,
"Cilevičs, Boriss",LSRD-15,MP,Saskaņa,2019,Income / Private,Citizens’ Watch International,,Foreign Entity,,,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",,Honorārs," €565,00 ",,,
"Daudze, Gundars",LSRD-17,MP,ZZS,2019,Position / Private,"SIA ""Ziemeļkurzemes reģionālā slimnīca""",40003246194,SIA,Ventspils municipality,Kurzeme,Q - Human health and social work activities,,,,,,,
"Daudze, Gundars",LSRD-17,MP,ZZS,2019,Income / P-A-R,"SIA ""Ziemeļkurzemes reģionālā slimnīca""",40003246194,SIA,Ventspils municipality,Kurzeme,Q - Human health and social work activities,,,Alga," €7.174,18 ",,,
"Dolgopolovs, Sergejs",LSRD-18,MP,Saskaņa,2019,Position / Private,Draudzības un sadarbības fonds,40008037590,ASF,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Social, Economic",Valdes loceklis,,,,,
"Dolgopolovs, Sergejs",LSRD-18,MP,Saskaņa,2019,Position / Private,"""CITA POLITIKA""",40008080983,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Dolgopolovs, Sergejs",LSRD-18,MP,Saskaņa,2019,Position / Private,"Biedrība ""PILSONĪBA, IZGLĪTĪBA, KULTŪRA""",40008037317,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Social issues, integration",Valdes loceklis,,,,,
"Dolgopolovs, Sergejs",LSRD-18,MP,Saskaņa,2019,Position / Private,Pilsoņu un nepilsoņu savienība,40008036114,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of business and employers membership organisations; CSO,Līdzpriekssēdetajs,,,,,
"Dombrava, Jānis",LSRD-19,MP,NA/TB-LNNK,2019,Holding,Eastman Kodak Company,,Foreign Entity,,,"M - Professional, scientific and technical activities",,,,,Akcijas,," €1.335,71 "
"Dombrava, Jānis",LSRD-19,MP,NA/TB-LNNK,2019,Holding,"Akciju sabiedrība ""Ditton pievadķēžu rūpnīca""",40003030187,AS,Daugavpils municipality ,Latgale,C - Manufacturing,,,,,Akcijas,," €2,10 "
