Surname_name,Mandate_status,Frakcija,DeclYear,filed_as,Committees,Interest_Type,Entity_Type,Entity_name,Entity_RegNum,Position,Income_type,Income_value,Fin_v,Fin_v_value,Entity_Country,Entity_Municipality,Entity_Region,NACE_1,Specif
"Lejiņš, Atis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Jaunā VIENOTĪBA kandidātu saraksta",Jaunā Vienotība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 31.01.2019); Publisko izdevumu un revīzijas komisija (no 31.01.2019)",Income | Private Sector,Ārvalsts juridiska persona,"Amazon.com, Inc.",,,Honorārs, € 180.54 ,,,USA,,,Vairumtidzniecība un mazumtirdzniecība,
"Lejiņš, Atis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Jaunā VIENOTĪBA kandidātu saraksta",Jaunā Vienotība,2018,Deputāts - Latvijas Republikas Saeima (beidzot darbu - 5.11),,Income | Foreign Institution,Ārvalsts Iestāde,SPP Pension & Försäkring,T0900007778,,Pensija, € 502.57 ,,,Sweden,,,Ārvalsts Iestādes,
"Lejiņš, Atis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Jaunā VIENOTĪBA kandidātu saraksta",Jaunā Vienotība,2018,Deputāts - Latvijas Republikas Saeima (beidzot darbu - 5.11),,Income | Foreign Institution,Ārvalsts Iestāde,AI Pension Arkitekter & Ingerjörer,T0900007777,,Pensija, € 82.28 ,,,Sweden,,,Ārvalsts Iestādes,
"Lejiņš, Atis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Jaunā VIENOTĪBA kandidātu saraksta",Jaunā Vienotība,2018,Deputāts - Latvijas Republikas Saeima (beidzot darbu - 5.11),,Income | Foreign Institution,Ārvalsts Iestāde,Försäkringskassan,T0900007776,,Pensija," € 5,878.03 ",,,Sweden,,,Ārvalsts Iestādes,
"Lejiņš, Atis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas Jaunā VIENOTĪBA kandidātu saraksta",Jaunā Vienotība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 31.01.2019); Publisko izdevumu un revīzijas komisija (no 31.01.2019)",Income | Foreign Institution,Ārvalsts Iestāde,Pensionsmyndigheten,,,Pensija," € 8,275.38 ",,,Sweden,,,Ārvalsts Iestādes,
"Lībiņa-Egnere, Inese",Pilntiesīgs mandāts,Jaunā Vienotība,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Nacionālās drošības komisija (Priekšsēdētāja biedre no 21.11.2018),Position | Academia,Izglītības Iestāde,Latvijas Universitāte,90000076669,Docente,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Lībiņa-Egnere, Inese",Pilntiesīgs mandāts,Jaunā Vienotība,2019,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija; Nacionālās drošības komisija (Priekšsēdētāja biedre),Position | Academia,Izglītības Iestāde,Latvijas Universitāte,90000076669,Docente,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Lībiņa-Egnere, Inese",Pilntiesīgs mandāts,Jaunā Vienotība,2018,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija (no 20.11.2018); Nacionālās drošības komisija (Priekšsēdētāja biedre no 21.11.2018),Income | Academia,Izglītības Iestāde,Latvijas Universitāte,90000076669,,Alga, € 311.97 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Lībiņa-Egnere, Inese",Pilntiesīgs mandāts,Jaunā Vienotība,2019,Deputāte - Latvijas Republikas Saeima,Juridiskā komisija; Nacionālās drošības komisija (Priekšsēdētāja biedre),Income | Academia,Izglītības Iestāde,Latvijas Universitāte,90000076669,,Alga," € 6,860.79 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,Lektore,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Position | Private Sector,Nodibinājums,Rīgas Tūrisma Attīstības Birojs,40008148699,Iepirkumu komisijas loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Position | Private Sector,Nodibinājums,Riga.lv,50008216041,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Public Relations
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,,Honorārs," € 1,120.91 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Income | Private Sector,Nodibinājums,Rīgas Tūrisma Attīstības Birojs,40008148699,,Alga," € 31,026.83 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,,U.c. ienākumi," € 1,180.04 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Income | Private Sector,Nodibinājums,Riga.lv,50008216041,,Alga," € 4,791.43 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Public Relations
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2018,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Baltic Centre of Professional Training and Development,40103885954,,Honorārs," € 1,058.82 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2019,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija; Pilsonības, migrācijas un sabiedrības saliedētības komisija; Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,Lektore,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2019,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija; Pilsonības, migrācijas un sabiedrības saliedētības komisija; Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,,U.c. ienākumi," € 1,233.28 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Ločmele, Regīna",Pilntiesīgs mandāts,Saskaņa,2019,Deputāte - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija; Pilsonības, migrācijas un sabiedrības saliedētības komisija; Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""",40003090010,,Honorārs," € 1,492.27 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Academia,Izglītības Iestāde,Valsts izglītības satura centrs,90009115938,Vadošā pētniece,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Latvijas Rakstnieku savienība,40008003096,,Honorārs, € 212.50 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Latvijas Radošo savienību padome,40008010223,,U.c. ienākumi, € 465.00 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Māksla, izklaide, sports un atpūta",
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,,Honorārs, € 502.36 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Akciju Sabiedrība,CBL Atklātais pensiju fonds,40003397312,,U.c. ienākumi, € 46.31 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Akciju Sabiedrība,CBL Atklātais pensiju fonds,40003397312,,Procenti, € 7.04 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Private Sector,Biedrība,Latvijas Radošo savienību padome,40008010223,Kultūras projektu vadītājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Māksla, izklaide, sports un atpūta",
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Private Sector,Savienība,LATVIJAS DIEVTURU SADRAUDZE,90000279525,Valdes priekšsēdētāja,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Religious Organisation
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Private Sector,Biedrība,Ētikas tilts Latvijā,40008110544,Valdes locekle,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Vivat scriptum,40103198685,,Honorārs, € 109.53 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Informācijas un komunikācijas pakalpojumi,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Valsts Iestāde,Valsts izglītības satura centrs,90009115938,,Alga, € 107.22 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Sadarbības platforma,40008225964,,Honorārs, € 225.00 ,,,Latvia,Jelgavas municipality,Zemgale,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Latvijas Rakstnieku savienība,40008003096,,Honorārs, € 185.16 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Latvijas Radošo savienību padome,40008010223,,U.c. ienākumi, € 218.00 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Māksla, izklaide, sports un atpūta",
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Biedrība,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,,Honorārs, € 741.43 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations
"Mārtuža, Eva",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Eiropas Komercsabiedrība,SEB Life and Pension Baltic SE,40003012938,,Apdrošināšanas atlīdzība," € 2,845.81 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Ministra padomniece - Latvijas Republika Izglītības un Zinātnes Ministrija,,Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,Docente,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,Docente,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Ministra padomniece - Latvijas Republika Izglītības un Zinātnes Ministrija,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,VIESNĪCU UN RESTORĀNU MĀCĪBU CENTRS,43603016901,,Honorārs," € 1,300.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Ministra padomniece - Latvijas Republika Izglītības un Zinātnes Ministrija,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,VIESNĪCU UN RESTORĀNU MĀCĪBU CENTRS,43603016901,,Alga," € 1,334.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Ministra padomniece - Latvijas Republika Izglītības un Zinātnes Ministrija,,Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Alga," € 6,410.73 ",,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Ministra padomniece - Latvijas Republika Izglītības un Zinātnes Ministrija,,Income | Private Sector,Akciju Sabiedrība,Citadele banka,40103303559,,Procenti, € 15.09 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Akciju Sabiedrība,Citadele banka,40103303559,,Procenti, € 6.74 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,VIESNĪCU UN RESTORĀNU MĀCĪBU CENTRS,43603016901,Valdes locekle,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,VIESNĪCU UN RESTORĀNU MĀCĪBU CENTRS,43603016901,,,, Kapitāla daļas," € 22,752.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,VIESNĪCU UN RESTORĀNU MĀCĪBU CENTRS,43603016901,,Alga," € 3,300.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Medne, Linda","Apstiprināta uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāte - Rīgas pilseta pašvaldība,,Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Alga," € 6,960.73 ",,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Možvillo, Māris",Pilntiesīgs mandāts,KPV LV,2019,Deputāts - Alojas Novada Dome,,Position | Private Sector,Zemnieka Saimniecība,MEŽSĒTAS,44101014585,Īpašnieks,,,,,Latvia,Alojas municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Možvillo, Māris",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Alojas Novada Dome,,Position | Private Sector,Zemnieka Saimniecība,MEŽSĒTAS,44101014585,Īpašnieks,,,,,Latvia,Alojas municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Position | Academia,Izglītības Iestāde,DAUGMALES PAMATSKOLA,90001747023,Vispārējās pamatizglītības skolotājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija; Ilgtspējīgas attīstības komisija (līdz 31.01.2019); Eiropas lietu komisija (no 31.01.2019)",Position | Academia,Izglītības Iestāde,DAUGMALES PAMATSKOLA,90001747023,Skolotāja,,,,,Latvia,Ķekavas municipality,Rīga/Pierīga,Izglitība ,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Latvian Catering Service,40103708066,Bārmenis,,,,,Latvia,Babītes municipality ,Vidzeme,Izmitināšana un ēdināšanas pakalpojumi,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Position | Private Sector,Biedrība,Daugmales skolai,40008171534,Tiesības pārstāvēt atsevišķi,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Education
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,"SIA ""Latvian Catering Service""",40103708066,,Alga, € 144.30 ,,,Latvia,Babītes municipality ,Vidzeme,Izmitināšana un ēdināšanas pakalpojumi,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Academia,Izglītības Iestāde,DAUGMALES PAMATSKOLA,90001747023,,Alga," € 11,732.56 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Procenti, € 0.09 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Muižniece, Anita",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāte - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija; Ilgtspējīgas attīstības komisija (līdz 31.01.2019); Eiropas lietu komisija (no 31.01.2019)",Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Procenti, € 0.08 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Mūrniece, Inara",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāte - Latvijas Republikas Saeima,Cilvēktiesību un sabiedrisko lietu komisija (no 20.11.2018); Nacionālās drošības komisija (no 20.11.2018),Income | Private Sector,Ārvalsts Komersanta Filiāle,ERGO Insurance SE Latvijas filiāle,40103336441,,Apdrošināšanas atlīdzība, € 75.13 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Mūrniece, Inara",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāte - Latvijas Republikas Saeima,Cilvēktiesību un sabiedrisko lietu komisija; Nacionālās drošības komisija,,,,,,,,,,,,,,
"Naudiņš, Romāns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Nodibinājums,Viesturskolas atbalsta fonds,40008194787,Valdes loceklis,,,,,Latvia,Valmieras municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Naudiņš, Romāns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Nodibinājums,VALMIERAS 4.KĀJNIEKU PULKA PIEMINEKĻA FONDS,40008116142,Valdes loceklis,,,,,Latvia,Valmieras municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Culture
"Naudiņš, Romāns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Biedrība,Vidzemes Hokejam!,40008233586,Valdes priekšsēdētājs,,,,,Latvia,Valmieras municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Sport
"Naudiņš, Romāns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Biedrība,ARAZ Latvija,40008211377,Valdes loceklis,,,,,Latvia,Valmieras municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Naudiņš, Romāns",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija; Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 20.06.2019)",Position | Private Sector,Nodibinājums,Viesturskolas atbalsta fonds,40008194787,,,,,,Latvia,Valmieras municipality,Vidzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Education
