,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
1068,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 330.00,Uldis Budriķis,07/08/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1069,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,07/08/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1070,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Ilga Šuplinska,06/08/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1071,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Butāns,06/08/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1072,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 250.00,Krišjānis Feldmans,05/08/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1073,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/08/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1074,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,03/08/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1075,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 85.00,Jānis Cielēns,30/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1076,Zaļo un Zemnieku savienība,Nauda,EUR 14.00,Raimonds Bergmanis,30/07/2019,,13,Zaļo un Zemnieku Savienība,Raimonds Bergmanis
1077,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 250.00,Uldis Augulis,30/07/2019,,13,Zaļo un Zemnieku Savienība,Uldis Augulis
1078,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 40.00,Ilze Indriksone,29/07/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1079,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/07/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1080,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,25/07/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1081,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 150.00,Reinis Znotiņš,24/07/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1082,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1500.00,Vitālijs Orlovs,17/07/2019,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1083,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Ilga Šuplinska,17/07/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1084,Latvijas attīstībai,Biedra nauda,EUR 1000.00,Māris Mičerevskis,16/07/2019,,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
1085,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,16/07/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1086,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 300.00,Dagmāra Beitnere-Le Galla,16/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1087,Latvijas attīstībai,Biedra nauda,EUR 1000.00,Māris Mičerevskis,15/07/2019,,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
1088,Latvijas attīstībai,Biedra nauda,EUR 2000.00,Juris Pūce,14/07/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1089,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 45.00,Linda Medne,12/07/2019,,13,Jauno Konservatīvo frakcija,Linda Medne
1090,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,12/07/2019,,13,Jauno Konservatīvo frakcija,Linda Medne
1091,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,12/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1092,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,11/07/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1093,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Evita Zālīte-Grosa,10/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1094,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Butāns,09/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1095,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 150.00,Aivars Geidāns,08/07/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1096,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 295.00,Juris Rancāns,08/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1097,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,08/07/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1098,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,08/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1099,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Jānis Cielēns,08/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1100,"Kustība ""Par!""",Nauda,EUR 111.00,Mārtiņš Šteins,08/07/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1101,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Uldis Budriķis,08/07/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1102,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Juris Rancāns,05/07/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1103,Latvijas Sociālistiskā partija,Biedra nauda,EUR 250.00,Artūrs Rubiks,05/07/2019,,13,Saskaņa,Artūrs Rubiks
1104,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,03/07/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1105,"VIENOTĪBA, Partija",Nauda,EUR 100.00,Inese Lībiņa-Egnere,02/07/2019,,13,Jaunā Vienotība,Inese Lībiņa-Egnere
1106,"VIENOTĪBA, Partija",Nauda,EUR 2000.00,Kārlis Šadurskis,01/07/2019,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1107,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 120.00,Valērijs Agešins,01/07/2019,,13,Saskaņa,Valērijs Agešins
1108,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 100.00,Iveta Benhena-Bēkena,01/07/2019,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
1109,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,28/06/2019,,13,Jauno Konservatīvo frakcija,Linda Medne
1110,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 262.81,Ivans Ribakovs,28/06/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1111,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 45.00,Sandis Riekstiņš,26/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1112,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Dagmāra Beitnere-Le Galla,26/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1113,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,25/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1114,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/06/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1115,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Reinis Znotiņš,25/06/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1116,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 45.00,Jānis Cielēns,25/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1117,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,25/06/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1118,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,21/06/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1119,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Juris Rancāns,18/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1120,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Uldis Budriķis,17/06/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1121,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,17/06/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1122,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Eva Mārtuža,17/06/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1123,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 75.00,Vitālijs Orlovs,12/06/2019,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1124,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,11/06/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1125,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,11/06/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1126,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Reinis Znotiņš,10/06/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1127,Latvijas Sociālistiskā partija,Biedra nauda,EUR 250.00,Artūrs Rubiks,10/06/2019,,13,Saskaņa,Artūrs Rubiks
1128,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 105.00,Ilga Šuplinska,09/06/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1129,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Ainars Bašķis,07/06/2019,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
1130,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Butāns,07/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1131,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Jānis Cielēns,06/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1132,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,06/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1133,"Kustība ""Par!""",Nauda,EUR 111.00,Mārtiņš Šteins,06/06/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1134,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Evita Zālīte-Grosa,06/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1135,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 30.00,Jānis Butāns,04/06/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1136,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/06/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1137,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 600.00,Edvīns Šnore,02/06/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1138,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 157.69,Ivans Ribakovs,01/06/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1139,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 350.42,Ivans Ribakovs,01/06/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1140,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,31/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1141,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 127.53,Kaspars Ģirģens,31/05/2019,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1142,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,27/05/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1143,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/05/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1144,Attīstībai/Par!,Nauda,EUR 20.00,Vita Anda Tērauda,24/05/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1145,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,EUR 377.47,Aivars Geidāns,23/05/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1146,Attīstībai/Par!,Nauda,EUR 40.00,Mārtiņš Šteins,22/05/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1147,Attīstībai/Par!,Nauda,EUR 10.00,Juris Pūce,22/05/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1148,Attīstībai/Par!,Nauda,EUR 20.00,Krista Baumane,21/05/2019,,13,Attīstībai/Par!,Krista Baumane
1149,LATGALES PARTIJA,Nauda,EUR 50.00,Aldis Adamovičs,20/05/2019,,13,Jaunā Vienotība,Aldis Adamovičs
1150,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Manta vai pakalpojums,EUR 1661.56,Kārlis Šadurskis,20/05/2019,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1151,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 91.54,Edvīns Šnore,20/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1152,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 145.20,Ivans Ribakovs,16/05/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1153,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Viktors Valainis,16/05/2019,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1154,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Viktors Valainis,16/05/2019,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1155,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Viktors Valainis,16/05/2019,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1156,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 30.00,Rihards Kols,15/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1157,Zaļo un Zemnieku savienība,Nauda,EUR 1200.00,Raimonds Bergmanis,15/05/2019,,13,Zaļo un Zemnieku Savienība,Raimonds Bergmanis
1158,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 600.00,Edvīns Šnore,15/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1159,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,15/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1160,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 15.00,Rihards Kols,15/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1161,Attīstībai/Par!,Nauda,EUR 40.00,Juris Pūce,14/05/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1162,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 2400.00,Edvīns Šnore,13/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1163,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 1643.76,Aivars Geidāns,13/05/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1164,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,11/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1165,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 14.00,Jānis Dombrava,11/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1166,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 14.00,Jānis Dombrava,10/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1167,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Reinis Znotiņš,10/05/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1168,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 100.00,Raivis Dzintars,09/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1169,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,09/05/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1170,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 40.00,Aleksandrs Kiršteins,09/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Aleksandrs Kiršteins
1171,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 18.00,Aivars Geidāns,08/05/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1172,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1173,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 420.00,Krišjānis Feldmans,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1174,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 500.00,Dagmāra Beitnere-Le Galla,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1175,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 600.00,Juris Rancāns,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1176,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Uldis Budriķis,08/05/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1177,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,08/05/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1178,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Jānis Cielēns,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1179,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 220.00,Evita Zālīte-Grosa,08/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1180,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 389.50,Aleksandrs Kiršteins,07/05/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Aleksandrs Kiršteins
1181,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 400.00,Ilga Šuplinska,07/05/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1182,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Butāns,06/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1183,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/05/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1184,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,04/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1185,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 15.00,Rihards Kols,03/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1186,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Jānis Cielēns,02/05/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1187,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,02/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1188,Latvijas attīstībai,Biedra nauda,EUR 20.00,Juris Pūce,02/05/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1189,Latvijas attīstībai,Biedra nauda,EUR 50.00,Juris Pūce,01/05/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1190,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,01/05/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1191,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 90.00,Ivans Ribakovs,30/04/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1192,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 57.92,Aivars Geidāns,30/04/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1193,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,29/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1194,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Rihards Kols,29/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1195,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,29/04/2019,,13,Jauno Konservatīvo frakcija,Linda Medne
1196,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 300.00,Dagmāra Beitnere-Le Galla,29/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1197,LATGALES PARTIJA,Nauda,EUR 150.00,Aldis Adamovičs,29/04/2019,,13,Jaunā Vienotība,Aldis Adamovičs
1198,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Krišjānis Feldmans,29/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1199,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 200.00,Atis Zakatistovs,29/04/2019,,13,Pie frakcijām nepiederošie deputāti,Atis Zakatistovs
1200,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Krišāns,26/04/2019,above_yearly_limit,13,Saskaņa,Jānis Krišāns
1201,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/04/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1202,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,25/04/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1203,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 150.00,Ivans Ribakovs,25/04/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1204,"VIENOTĪBA, Partija",Nauda,EUR 8000.00,Arvils Ašeradens,23/04/2019,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1205,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 845.79,Aivars Geidāns,23/04/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1206,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 100.00,Aivars Geidāns,17/04/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1207,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,16/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1208,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Biedra nauda,EUR 1224.00,Jānis Iesalnieks,16/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1209,POLITISKĀ PARTIJA IZAUGSME,Nauda,EUR 4000.00,Andris Skride,15/04/2019,above_yearly_limit,13,Attīstībai/Par!,Andris Skride
1210,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Butāns,15/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1211,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,11/04/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1212,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,11/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
