Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,15/9/2019
Jaunā konservatīvā partija,Nauda, €  841.56 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,13/9/2018
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,10/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,27/4/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  2,000.00 ","Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,20/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,9/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  389.50 ,"Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,7/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,6/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  352.72 ,"Kiršteins, Aleksandrs",Nacionālā Apvienība - TB/LNNK,2/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,21/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,14/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,10/1/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,9/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,8/5/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,8/2/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Klementjevs, Andrejs",Saskaņa,1/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Klementjevs, Ivans",Saskaņa,25/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Klementjevs, Ivans",Saskaņa,24/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  340.00 ,"Klementjevs, Ivans",Saskaņa,24/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Klementjevs, Ivans",Saskaņa,21/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  800.00 ,"Klementjevs, Ivans",Saskaņa,16/5/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  825.00 ,"Klementjevs, Ivans",Saskaņa,12/4/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  520.00 ,"Klementjevs, Ivans",Saskaņa,2/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,31/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,29/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,28/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,27/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,26/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  6.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,26/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,25/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,25/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,24/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  19.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,23/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,21/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,21/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,20/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,20/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,19/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,19/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,19/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,19/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,18/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,17/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,17/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  3.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,17/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,17/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  11.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,15/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,15/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  30.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,15/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  7.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/8/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,11/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  12.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,10/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,10/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,10/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,250.00 ","Kols, Rihards",Nacionālā Apvienība - TB/LNNK,9/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  520.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,8/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  250.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,6/6/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  150.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,6/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  480.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,5/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,5/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,4/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,3/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  15.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,3/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,3/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,2/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,2/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  30.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,2/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,1/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,1/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  5.00 ,"Kols, Rihards",Nacionālā Apvienība - TB/LNNK,1/4/2019
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Manta vai pakalpojums, €  191.18 ,"Kozlovskis, Rihards",Jaunā Vienotība,30/10/2018
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda," €  1,000.00 ","Krauze, Armands",Zaļo un Zemnieku Savienība,30/12/2019
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  47.29 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,30/4/2019
Zaļo un Zemnieku savienība,Nauda," €  3,001.00 ","Krauze, Armands",Zaļo un Zemnieku Savienība,26/3/2018
Zaļo un Zemnieku savienība,Nauda," €  2,002.00 ","Krauze, Armands",Zaļo un Zemnieku Savienība,14/4/2018
Zaļo un Zemnieku savienība,Nauda," €  1,001.00 ","Krauze, Armands",Zaļo un Zemnieku Savienība,13/8/2018
Zaļo un Zemnieku savienība,Nauda, €  505.00 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,12/12/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Krišāns, Jānis",Saskaņa,26/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Krišāns, Jānis",Saskaņa,22/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Krišāns, Jānis",Saskaņa,18/2/2019
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  344.85 ,"Krišāns, Jānis",Saskaņa,17/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Krišāns, Jānis",Saskaņa,15/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Krišāns, Jānis",Saskaņa,14/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Krišāns, Jānis",Saskaņa,11/7/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  266.20 ,"Kucins, Edgars",Saskaņa,24/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Kucins, Edgars",Saskaņa,23/10/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Kucins, Edgars",Saskaņa,22/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Kucins, Edgars",Saskaņa,17/7/2018
"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums, €  45.00 ,"Kucins, Edgars",Saskaņa,14/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Kucins, Edgars",Saskaņa,7/2/2019
Zaļo un Zemnieku savienība,Nauda," €  1,500.00 ","Kučinskis, Māris",Zaļo un Zemnieku Savienība,27/12/2018
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Kučinskis, Māris",Zaļo un Zemnieku Savienība,25/9/2018
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Kučinskis, Māris",Zaļo un Zemnieku Savienība,23/10/2018
Zaļo un Zemnieku savienība,Nauda," €  3,000.00 ","Kučinskis, Māris",Zaļo un Zemnieku Savienība,20/8/2018
Zaļo un Zemnieku savienība,Nauda," €  1,000.00 ","Kučinskis, Māris",Zaļo un Zemnieku Savienība,9/10/2018
"KPV LV, Politiskā partija",Nauda, €  730.00 ,"Kursīte, Janīna",KPV LV,29/8/2018
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Kursīte, Janīna",KPV LV,10/8/2018
"KPV LV, Politiskā partija",Nauda, €  300.00 ,"Kursīte, Janīna",KPV LV,4/9/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  260.00 ,"Latkovskis, Ainars",Jaunā Vienotība,30/8/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  185.00 ,"Latkovskis, Ainars",Jaunā Vienotība,29/8/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  300.00 ,"Latkovskis, Ainars",Jaunā Vienotība,27/9/2018
"VIENOTĪBA, Partija",Nauda," €  1,000.00 ","Latkovskis, Ainars",Jaunā Vienotība,5/11/2019
"VIENOTĪBA, Partija",Biedra nauda," €  1,000.00 ","Latkovskis, Ainars",Jaunā Vienotība,13/9/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  500.00 ,"Lejiņš, Atis",Jaunā Vienotība,10/9/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  30.00 ,"Lejiņš, Atis",Jaunā Vienotība,4/10/2018
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  250.00 ,"Lībiņa-Egnere, Inese",Jaunā Vienotība,29/8/2018
"VIENOTĪBA, Partija",Nauda," €  1,500.00 ","Lībiņa-Egnere, Inese",Jaunā Vienotība,15/6/2018
"VIENOTĪBA, Partija",Nauda, €  200.00 ,"Lībiņa-Egnere, Inese",Jaunā Vienotība,3/10/2018
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Lībiņa-Egnere, Inese",Jaunā Vienotība,2/7/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  270.00 ,"Ločmele-Luņova, Regīna",Saskaņa,21/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ločmele-Luņova, Regīna",Saskaņa,16/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ločmele-Luņova, Regīna",Saskaņa,13/11/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Ločmele-Luņova, Regīna",Saskaņa,6/9/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Ločmele-Luņova, Regīna",Saskaņa,6/9/2018
"Saskaņa, sociāldemokrātiskā partija",Biedra nauda," €  1,000.00 ","Ločmele-Luņova, Regīna",Saskaņa,15/1/2018
"Saskaņa, sociāldemokrātiskā partija",Biedra nauda," €  1,000.00 ","Ločmele-Luņova, Regīna",Saskaņa,12/1/2018
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Mārtuža, Eva",JKP,23/6/2018
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Mārtuža, Eva",JKP,17/6/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Mārtuža, Eva",JKP,15/9/2018
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Mārtuža, Eva",JKP,10/6/2018
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Mārtuža, Eva",JKP,5/11/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/12/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/11/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/10/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/9/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/8/2019
Jaunā konservatīvā partija,Nauda, €  15.00 ,"Mārtuža, Eva",JKP,4/7/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/6/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/5/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/4/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/3/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,4/2/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Mārtuža, Eva",JKP,3/8/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,3/7/2019
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,2/1/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",JKP,2/1/2018
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Mārtuža, Eva",JKP,1/10/2018
Jaunā konservatīvā partija,Nauda," €  1,500.00 ","Medne, Linda",JKP,30/8/2018
Jaunā konservatīvā partija,Nauda, €  60.00 ,"Medne, Linda",JKP,30/8/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,29/4/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,28/6/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,25/7/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,22/10/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,20/3/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Medne, Linda",JKP,19/9/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,18/12/2018
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Medne, Linda",JKP,18/12/2018
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Medne, Linda",JKP,18/1/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,16/7/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,13/12/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Medne, Linda",JKP,12/7/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Medne, Linda",JKP,12/7/2019
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Možvillo, Māris",KPV LV,15/8/2018
"KPV LV, Politiskā partija",Nauda, €  20.00 ,"Možvillo, Māris",KPV LV,13/12/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Muižniece, Anita",JKP,30/7/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Muižniece, Anita",JKP,29/3/2018
Jaunā konservatīvā partija,Nauda, €  110.00 ,"Muižniece, Anita",JKP,26/3/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,25/11/2019
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Muižniece, Anita",JKP,25/9/2018
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Muižniece, Anita",JKP,23/9/2019
Jaunā konservatīvā partija,Nauda, €  11.00 ,"Muižniece, Anita",JKP,23/3/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,22/10/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",JKP,22/7/2019
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Muižniece, Anita",JKP,21/11/2018
Jaunā konservatīvā partija,Nauda, €  110.00 ,"Muižniece, Anita",JKP,20/12/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Muižniece, Anita",JKP,19/12/2019
